"","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"S729",37220.8012266293,35924.9031207287,22704.2334962299,25842.8449999994,22819.4892587755,33522.1799051196,120002.635,33392.3156142156,30957.223703908,33195.2149999998,19830.1149999995,23277.8280358398
"S730",107675.632381405,251198.622444443,89976.5449999994,97646.6100000006,115277.134379195,62394.9850000022,368054.890666667,108133.94041141,72853.879999999,41680.3371837032,100842.109875002,172198.480285715
"S731",336302.006857143,125378.410000001,120117.310833333,43606.6951964265,19170.1752515988,17227.5190524737,67856.8350000002,215075.203076924,103162.859076923,48774.7900000004,30334.1611126916,7296.25201494184
"S732",75224.8549999995,36946.6987499993,43565.504181818,32295.34,58546.878789094,167079.453130433,43775.211439174,98218.5087807419,32902.56,52430.6299999984,22731.9297335523,57718.1908571414
"S733",4533.80499999994,29268.630000001,32829.8442257602,25273.1849999997,20105.5550000007,17219.6950000006,14070.9149999999,29450.1633333337,49804.5599999997,32974.55,12435.4899999998,27141.5187455014
"S734",44153.3449999997,83070.2000000002,34666.315,30271.7949999998,22465.5749999997,40198.5899999999,11391.6349999999,51179.1308895614,36757.155,10285.1799999999,37076.4149999991,237716.510153847
"S735",1876.43500000002,0,230993.549599997,70394.3310000008,34068.8936249994,0,500.799999999995,4716.65883333333,6854.69999999991,76151.3349999982,7668.09166666666,3790.43000000004
"S736",31543.2384000003,117902.405000001,55404.4890000007,27561.2149999998,62473.2350000004,35273.5350000012,194332.411799999,103761.065000001,30799.9584000003,82870.2229473682,48673.0650000001,169458.290357144
"S737",93425.9500499999,237288.554357144,36797.0559024218,73243.5650000004,8308.14349009727,15133.703453863,42444.1046250008,42234.6550000015,32465.925,14858.0989096594,37025.0427554961,11221.7453378651
"S738",113099.42,174431.02690909,43703.8289999992,26819.405,0,68744.9587500013,11759.9014285711,130577.34,91231.1614374991,27897.2544000002,95100.3549999999,83606.9949999989
"S739",107346.480000004,226029.819999998,141317.935,75037.0550000002,79550.5150000002,92031.3900000002,53217.1764444438,52053.4650000001,75623.2555555547,28914.9400000001,68648.7250000002,62163.6462222215
"S740",299149.263913045,240989.655000001,311284.297125002,67634.6049999995,136799.78,267308.65852174,67805.2600000011,311436.429760002,243188.763230768,90184.1459999997,96363.3099999999,143385.300000001
"S741",318248.716190476,84148.4849999989,60559.2400000021,95344.4949999991,44476.7453666077,37297.5270030413,111564.155,126294.925428573,124909.751142801,214473.28396154,47142.7268530163,41864.0851807761
"S742",56083.9707881323,0,76524.3297843048,47875.4164165642,26983.4226378444,8699.95177682194,45883.0258732769,109890.407800002,0,14885.2291835998,38727.5264999993,34760.5683750006
"S743",98208.869428569,10920.0434123545,41144.4011649718,20343.9824190081,23239.937482768,66054.8127272725,102423.036166668,34802.9788601362,53747.9528062932,58430.1525148116,50088.5189999991,24467.2128000002
"S744",23748.8750000008,54997.4313333333,21842.7050000008,31087.1599999998,18351.6557631066,25003.4079854326,4974.50997709695,35901.0999999995,62775.2799999996,0,3973.75349570731,98093.0699999975
"S745",66931.9199999991,97047.2149999994,98443.917199661,55116.1699999996,85270.051128658,50829.6349999993,24762.9949999994,83606.9949999989,88129.8450000002,82460.4916923079,0,37079.7131249993
"S746",24102.5650000008,32696.3634963737,26024.3849999994,16502.035504469,80406.98325,21389.2512000002,43296.7558405628,32649.0299999998,17644.4659538243,9597.06444510298,47019.6262959069,35504.1541811148
"S747",62384.0299999992,245496.604714287,89392.8000000031,78930.7750000028,49255.2449999989,45568.1049999989,155856.785,153099.255,60912.9300000021,68280.1519415045,83447.5720000014,53423.8368000005
"S748",40234.9946666633,63792.5300000049,74606.1291428553,13075.5749999995,8161.47499999969,50092.4489999982,58344.8108333341,84076.4950000029,128999.401700003,10172.4999999999,13371.3600000005,61078.8200000002
"S749",21728.4600000001,117274.338222221,242275.703583336,71590.9249999995,40547.0134285704,69118.2250000007,44389.6600000001,73387.5450000002,160165.23,105156.585299999,47315.9804444439,125301.724999997
"S750",54324.635624999,291022.79685,139519.75,86636.8349999999,155103.338076924,59086.5749999999,65244.8499999999,55897.4115000007,190728.447099999,52540.1800000018,93853.0500000002,83911.7272500016
"S751",83474.4693333304,151141.439999996,112458.312333329,52903.5022885764,8313.56225364436,0,54483.5134558081,28595.5437052788,0,25823.2899910936,10846.6666021251,0
"S752",33341.2184163559,0,124546.601310344,69986.8000000006,11238.8391612455,0,38089.6659999997,18945.6257684872,78345.8721914651,70743.1665574463,30609.8349999993,63878.6050000004
"S753",74789.784999999,44408.4400000001,134985.144199999,40252.8202857133,41100.029999999,40575.6438749993,22182.3099999995,1541.52499999999,17441.925,6727.32085714269,8589.500857143,11227.3099999999
"S754",26735.8987566552,72176.7899860965,21489.0021582865,0,22727.7589803568,31624.8541162525,240675.591619048,11010.5735100338,69417.1399999995,29101.692693511,37959.5097777773,103988.226873061
"S755",81156.9511666677,64312.1099999991,94223.9549999999,67573.5700000004,8798.42999999994,26875.7449999994,107292.524625002,99936.2050000035,181196.170800002,137973.038823531,17169.6149999994,56798.0548571438
"S756",42059.374999999,42076.5899999994,68604.9049999995,5150.41500000018,3158.17000000011,0,73716.1949999995,113813.059999999,27765.8112000002,11183.4899999997,0,1175.16480000001
"S757",37045.0018296388,48447.8098828654,17761.9649553414,55052.4188052636,101518.982137523,67584.0646999806,69739.4234285726,64421.6600000005,32507.4821888118,40690.3753990026,170743.461777776,99098.9299999987
"S758",37885.5200000013,115668.762222221,95962.6699999999,27323.5548333337,42438.2800000006,23803.6499999994,41578.9200000015,75847.7249999999,17019.3749999998,35423.7749999995,27808.6531666657,88699.047272727
"S759",114573.888000002,47355.3350000017,48998.5849999993,53449.4450000003,27215.3500000009,27775.620000001,77323.519999999,90184.6900000002,7660.07378378309,23064.9700000008,34747.6950000012,0
"S760",89004.3797142835,77556.7050000027,13567.2861013002,20532.8000000007,0,0,0,0,0,0,0,0
"S761",38903.3745511576,68268.4299999991,24790.9495244208,49288.8678749991,57623.3000000001,34983.3829614503,58391.8518545456,93367.9000000002,97792.0430769211,32615.1264000003,31209.2299999996,89167.4399999984
"S762",241326.611809524,45775.0943999977,105581.159999998,23916.3299999994,20826.8032372099,14929.4248018537,106424.695,51649.6950000001,69521.0043043115,51035.2713846155,14474.4299494111,17502.4184764121
"S763",105872.359636363,97244.0828333329,29356.2699999982,17000.5950000006,6587.08499999985,10895.5300000004,18425.1326000004,18760.0212000004,5222.07130000011,1564.99999999996,3723.13499999991,5627.38040000012
"S764",35361.1749999998,36717.2493333338,60623.4050000006,0,23639.1169728355,11206.3116395478,14825.6077938787,35851.0199999999,28686.517646072,2246.49741966501,15358.7395463763,13022.3912008485
"S765",125201.565000001,41619.7848888897,28509.605000001,5202.45338891328,22261.2275312084,16594.9172014284,84006.0700000012,36533.6146999448,29466.708274961,3663.16662037463,17875.0097722488,14839.9940113653
"S766",23748.5954532063,23902.4604415585,23624.2153474945,62476.8964785593,48004.7344313837,61079.446307457,14232.4528729502,45333.2216666673,33927.3097900027,13322.3077598862,193906.488615385,36297.0449999992
"S767",0,0,0,67958.5599999995,109819.180000001,65600.1422222214,1962.35324999997,8153.64999999999,9206.15962500017,5145.71999999999,6499.44499999999,0
"S768",56078.6449999999,82961.4334885764,63459.1849999996,30034.7712000003,50211.4600000018,172670.482461539,31295.3050000011,68630.6217278095,105480.078083333,146118.240954546,52388.3749999997,139178.580000001
"S769",33807.5595000006,11623.2549999999,20348.1300000007,13617.065,48482.1349999999,12634.2449999999,45124.7354999992,24320.1,105221.357454545,35320.4849999998,66191.6749999996,92119.0299999999
"S770",26456.3249999984,85303.6582222212,55704.6100000019,1984.29320000004,26068.1042000006,38910.1728571451,38105.5363636362,114486.010000001,63733.0599999991,17655.0764444442,25654.7884444458,28041.6699999983
"S771",24060.3099999994,44841.3596198412,69025.3443333333,35235.8882857149,0,33306.33,66089.8313846141,17844.5841093804,26911.7399999996,23312.2399999998,29453.2999999998,8504.54215007579
"S772",2093.47836574925,123340.780000001,81688.6725714299,57119.5463333341,39868.0885893136,55272.6699999993,3163.98316172085,15216.1491040574,33413.3896703215,24897.5581635526,34680.9807280885,54764.0998757941
"S773",5973.59122422181,28116.2556308424,21503.0999999995,58155.4000000001,185520.099407409,106098.466840492,14228.1311938148,3811.22399947703,41080.3387861026,55314.9627367426,74161.0183867023,77791.5011249986
"S774",41867.902793443,79840.8104615387,49638.6700000005,25795.8551730744,41273.7449999999,57838.7039999996,117199.739,139224.664687499,80957.4420000019,40809.568405342,29398.9555825985,67561.4025184191
"S775",39312.3411428578,30251.4499999989,81021.6149999995,53969.0249999993,4360.0899999999,4623.00999999989,4558.84500000016,20215.1049999995,51664.537333334,6349.20499999985,38560.0349999991,2779.4400000001
"S776",53383.4336999996,101041.094999999,121869.680000002,73944.6849999995,62083.6283076911,39993.5103749993,43206.5199999997,76697.6535000014,68575.1700000024,110992.929999997,80921.4549999981,53282.428875001
"S777",9630.13085714301,75224.8549999999,23817.3975000004,15815.8899999999,95482.2150000005,41171.8612499993,652.552875000012,94203.6099999994,20573.1768571432,22703.455,26030.6450000009,58036.4600000001
"S778",59837.2488232838,82889.3957589668,77768.8171100812,41593.081526112,25858.4949999994,26892.9599999998,66460.331007897,51594.9199999993,52613.7349999996,39506.8599999995,56080.2100000001,57078.6799999999
"S779",49705.9650000001,5579.01376393291,23835.9887192715,9826.79440024925,24780.2099999994,57544.0942222215,50773.010160331,0,22000.2633254612,3329.12130836552,19497.0599750216,43424.0549999997
"S780",88769.9299999979,27665.6706666672,13557.595,19579.715,96426.4971999988,34713.2649999998,25257.5350000001,55806.6511666647,17808.135,25701.9950000001,61560.8400000002,36146.6351428562
"S781",153862.975000002,100557.51,49800.8483218007,38308.6662914568,33554.4570696885,35608.4449999995,134763.714999998,86406.4241487606,43538.4300467794,49498.9943599513,12150.507210013,29615.8655076746
"S782",4902.18807918893,0,0,24937.1840000003,68055.5899999999,45192.5050000016,2987.70857702474,979.903798094689,2604.33324369803,3688.55931836322,22621.5004672936,0
"S783",50509.3064739987,0,53612.551410892,0,5780.80569203035,0,56695.2549999996,54214.7300000003,81948.0950000005,0,16789.5948056522,9910.09171867759
"S784",135127.424333333,64582.1012796562,57478.0452049232,24165.9934914309,42316.7821115961,60755.6776000013,106947.405,89012.5050000002,42196.0179931024,43958.6997837085,35882.3200000013,37175.5002306671
"S785",37491.9625325106,145879.426277777,13669.4133459291,10509.0314870566,41483.6395555551,32527.4917499994,69138.4647959069,34710.2551607912,25764.5788366944,29957.1112448807,47288.0135903976,38549.1307500007
"S786",144987.514951397,96990.021501022,96790.2826326151,94610.5544615387,53270.8668571437,151890.060705881,88021.1582783761,117515.214946184,73496.073145946,49247.8596876865,58361.6799436199,117016.503643374
"S787",31087.1600000001,44673.4598181817,41716.6399999984,5926.23422222215,1449.08711111109,4563.54000000001,73717.7600000026,39619.5399999997,31135.6750000011,35102.4758181817,854.421750000016,15721.99
"S788",21578.2200000001,52598.1594545453,57811.0999999987,13495.6017777776,1120.4604444445,2668.32499999994,73007.2500000025,77760.1549999999,34993.3999999987,49528.8232941181,10984.0331000002,7986.19499999981
"S789",0,246418.339166668,12428.6965219965,0,49765.4349999997,27387.4999999994,0,0,0,4913.14875210732,22640.5974320579,24360.7899999994
"S790",0,27999.9888571433,48042.5124675056,29898.885880438,0,7011.74454938961,60767.0476856723,16717.1290898528,34609.9749999995,150277.56,21583.7301187552,30051.5165714291
"S791",59528.7305714295,31160.7149999998,7027.22879625285,9612.84837190985,25572.0999999997,0,129599.551368421,42349.9850779545,0,4058.38222242733,0,11765.9677301562
"S792",56450.7779334185,37920.6568000008,25084.2531652341,15387.3505495408,1658.42103544528,0,49415.871833334,53657.5899999999,23480.3241666658,22325.3409880172,7422.78538148132,5091.03260057681
"S793",26514.2872290651,48214.4116102488,43929.5499999997,5279.77991985446,18038.0194621616,14685.0174653652,8620.36641681452,47203.5300000016,13417.8586147308,25841.3541139291,51585.5299999999,23614.2849999995
"S794",97408.7653999993,149543.862562501,49986.25663352,35915.6170946203,21054.1466722773,31875.9200000011,83924.6899999999,48575.0896403038,24546.0813274075,35190.738570788,41031.0399043663,21736.9442547693
"S795",1414.89479390222,63234.9150000008,35484.8099999995,41910.351421743,47872.4766076996,30191.9799999993,3776.49130752475,6880.71201921529,6249.06066338071,35705.4749999995,20199.1533322966,12870.3041198075
"S796",30517.4999999998,41876.0549999993,20674.2937058644,24864.3941949596,23197.9950000008,8368.53083311631,57100.9208020576,26786.1184671333,17608.6504954322,17190.2565523694,61618.2007997808,42978.0221350611
"S797",23326.3249999997,21398.1007499996,79525.4289374992,49771.9336363635,0,0,0,52347.6849999996,0,0,0,0
"S798",92968.8250000005,113066.734374999,46454.1278317458,14697.5363603958,36477.0199999989,26241.6875708514,86810.272657302,75191.9899999999,55036.4448284251,37787.5479914089,66025.7849999991,28198.9734145017
"S799",58003.5949999986,50535.4150000018,26939.9099999983,6139.49499999986,5407.07499999987,2396.01499999994,0,5343.79200000036,0,5079.98999999988,4346.0049999999,3121.77599999985
"S800",13415.3161666662,36195.3199999995,27522.2886666657,18933.3699999997,62976.6365454543,27504.8749999996,10953.9999999997,74603.5500000002,25414.4581666658,2468.00500000009,44319.2349999994,51461.8949999997
"S801",48746.6200000017,46580.2624011099,49434.4502320137,25697.2999999997,48804.7645714294,36314.2600000013,41919.6979634015,68231.2048999995,33580.2050000012,15366.8004729238,34719.6414931194,49791.1927499991
"S802",118270.676388888,57213.787023235,67329.3173736459,19617.2750000007,38764.0513333338,48305.516212056,53039.8480168331,39533.9493333339,52653.1751959226,29431.3899999998,61884.120361678,46948.4349999994
"S803",55812.5949999999,22988.2850000008,35150.8511666654,107931.635809524,150120.637185185,82353.6350052213,33970.3064999994,46391.2950000003,55970.6600000001,40562.6620000007,54555.8256597082,44989.8319319597
"S804",11079.9786126066,28575.335000001,0,29127.7799999996,0,23310.6749999997,6634.25014867027,0,4262.53454566251,0,0,0
